    "Tabla","Codigo","Nombre","Descripcion","Habilitado","Aplicacion","IsStandardGEL","IsStandardMSPS","Extra_I:Cobertura","Extra_II","Extra_III","Extra_IV","Extra_V","Extra_VI","Extra_VII","Extra_VIII","Extra_IX","Extra_X","ValorRegistro","UsuarioResponsable","Fecha_Actualizacion","IsPublicPrivate"
"CUPS","092001","DACRIOADENECTOMÍA PARCIAL","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.2.0.01","092001","DACRIOADENECTOMÍAS","RESECCIÓN DE LESIÓN O TEJIDO DE GLÁNDULA LAGRIMAL [DACRIOADENECTOMÍA]","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","092002","DACRIOADENECTOMÍA TOTAL","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.2.0.02","092002","DACRIOADENECTOMÍAS","RESECCIÓN DE LESIÓN O TEJIDO DE GLÁNDULA LAGRIMAL [DACRIOADENECTOMÍA]","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","094101","EXTRACCIÓN DE CUERPO EXTRAÑO DEL SACO LAGRIMAL","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.4.1.01","094101","EXTRACCIÓN DE CUERPO EXTRAÑO DE LA VÍA LAGRIMAL","MANIPULACIÓN DEL CONDUCTO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","094201","SONDEO Y LAVADO DE LAS VÍAS LAGRIMALES VÍA EXTERNA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.4.2.01","094201","SONDEO Y LAVADO DE VÍAS LAGRIMALES","MANIPULACIÓN DEL CONDUCTO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","094202","SONDEO Y LAVADO DE LAS VÍAS LAGRIMALES VÍA ENDOSCÓPICA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.4.2.02","094202","SONDEO Y LAVADO DE VÍAS LAGRIMALES","MANIPULACIÓN DEL CONDUCTO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","094401","INTUBACIÓN DE VÍA LAGRIMAL VÍA EXTERNA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.4.4.01","094401","INTUBACIÓN DE VÍAS LAGRIMALES","MANIPULACIÓN DEL CONDUCTO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","094402","INTUBACIÓN DE VÍA LAGRIMAL VÍA ENDOSCÓPICA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.4.4.02","094402","INTUBACIÓN DE VÍAS LAGRIMALES","MANIPULACIÓN DEL CONDUCTO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","095001","DRENAJE DEL SACO LAGRIMAL","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.5.0.01","095001","DRENAJE DEL SACO O CANALÍCULO LAGRIMAL","INCISIÓN DE VÍA LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","095002","DRENAJE DEL CANALÍCULO LAGRIMAL","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.5.0.02","095002","DRENAJE DEL SACO O CANALÍCULO LAGRIMAL","INCISIÓN DE VÍA LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","096101","DACRIOCISTECTOMÍA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.6.1.01","096101","DACRIOCISTECTOMÍA (SACO LAGRIMAL)","ESCISIÓN DE SACO Y CONDUCTO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","097101","PLASTIA EN CANALÍCULOS LAGRIMALES","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.7.1.01","097101","PLASTIA DE CANALÍCULOS LAGRIMALES","REPARACIÓN DE PUNTO Y CANALÍCULO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","097201","PLASTIA DE PUNTO LAGRIMAL SIMPLE","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.7.2.01","097201","PLASTIAS DE PUNTO LAGRIMAL","REPARACIÓN DE PUNTO Y CANALÍCULO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","097301","PLASTIA DE PUNTO LAGRIMAL MODIFICADA CON SUTURAS","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.7.3.01","097301","PLASTIAS DE PUNTO LAGRIMAL MODIFICADAS (CON SUTURAS)","REPARACIÓN DE PUNTO Y CANALÍCULO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","098101","DACRIOCISTORRINOSTOMÍA VÍA ABIERTA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.8.1.01","098101","DACRIOCISTORRINOSTOMÍAS","FISTULIZACIÓN DE TRACTO LAGRIMAL HASTA CAVIDAD NASAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","098102","DACRIOCISTORRINOSTOMÍA TRANSNASAL VÍA ENDOSCÓPICA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.8.1.02","098102","DACRIOCISTORRINOSTOMÍAS","FISTULIZACIÓN DE TRACTO LAGRIMAL HASTA CAVIDAD NASAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","098105","DACRIOCISTORRINOSTOMÍA REVISIONAL VÍA EXTERNA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.8.1.05","098105","DACRIOCISTORRINOSTOMÍAS","FISTULIZACIÓN DE TRACTO LAGRIMAL HASTA CAVIDAD NASAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","098106","DACRIOCISTORRINOSTOMÍA REVISIONAL VÍA ENDOSCÓPICA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.8.1.06","098106","DACRIOCISTORRINOSTOMÍAS","FISTULIZACIÓN DE TRACTO LAGRIMAL HASTA CAVIDAD NASAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","098201","CONJUNTIVODACRIOCISTORRINOSTOMÍA SIMPLE VÍA EXTERNA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.8.2.01","098201","CONJUNTIVODACRIOCISTORRINOSTOMÍAS","FISTULIZACIÓN DE TRACTO LAGRIMAL HASTA CAVIDAD NASAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","098202","CONJUNTIVODACRIOCISTORRINOSTOMÍA SIMPLE TRANSNASAL VÍA ENDOSCÓPICA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.8.2.02","098202","CONJUNTIVODACRIOCISTORRINOSTOMÍAS","FISTULIZACIÓN DE TRACTO LAGRIMAL HASTA CAVIDAD NASAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","098301","CONJUNTIVODACRIOCISTORRINOSTOMÍA CON DISPOSITIVO VÍA EXTERNA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.8.3.01","098301","CONJUNTIVODACRIOCISTORRINOSTOMÍAS CON INTUBACIÓN","FISTULIZACIÓN DE TRACTO LAGRIMAL HASTA CAVIDAD NASAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","098302","CONJUNTIVODACRIOCISTORRINOSTOMÍA CON DISPOSITIVO VÍA ENDOSCÓPICA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.8.3.02","098302","CONJUNTIVODACRIOCISTORRINOSTOMÍAS CON INTUBACIÓN","FISTULIZACIÓN DE TRACTO LAGRIMAL HASTA CAVIDAD NASAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","099001","CIERRE DEL PUNTO LAGRIMAL CON SUTURA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.9.0.01","099001","OBLITERACIÓN O CIERRE DE PUNTOS LAGRIMALES","OTROS PROCEDIMIENTOS EN APARATO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","099002","CIERRE TEMPORAL DE PUNTOS LAGRIMALES CON DISPOSITIVO","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.9.0.02","099002","OBLITERACIÓN O CIERRE DE PUNTOS LAGRIMALES","OTROS PROCEDIMIENTOS EN APARATO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","099003","CIERRE DE PUNTOS LAGRIMALES ASISTIDO","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","09.9.0.03","099003","OBLITERACIÓN O CIERRE DE PUNTOS LAGRIMALES","OTROS PROCEDIMIENTOS EN APARATO LAGRIMAL","PROCEDIMIENTOS E INTERVENCIONES EN APARATO LAGRIMAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","100101","EXTRACCIÓN DE CUERPO EXTRAÑO SUBCONJUNTIVAL","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.0.1.01","100101","EXTRACCIÓN DE CUERPO EXTRAÑO INCRUSTADO EN CONJUNTIVA, POR INCISIÓN","EXTRACCIÓN DE CUERPO EXTRAÑO INCRUSTADO EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","102101","BIOPSIA DE CONJUNTIVA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.2.1.01","102101","BIOPSIAS DE CONJUNTIVA","PROCEDIMIENTOS DIAGNÓSTICOS EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","102102","CITOLOGÍA DE CONJUNTIVA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.2.1.02","102102","BIOPSIAS DE CONJUNTIVA","PROCEDIMIENTOS DIAGNÓSTICOS EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","102103","CITOLOGÍA DE IMPRESIÓN EN CONJUNTIVA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.2.1.03","102103","BIOPSIAS DE CONJUNTIVA","PROCEDIMIENTOS DIAGNÓSTICOS EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","103101","RESECCIÓN DE LESIÓN O TUMOR BENIGNO DE CONJUNTIVA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.3.1.01","103101","ESCISIÓN DE LESIONES O TEJIDOS EN CONJUNTIVA","ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","103102","RESECCIÓN DE LESIÓN O TUMOR BENIGNO DE CONJUNTIVA CON INJERTO","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.3.1.02","103102","ESCISIÓN DE LESIONES O TEJIDOS EN CONJUNTIVA","ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","103103","RESECCIÓN SIMPLE DE PTERIGIÓN (NASAL O TEMPORAL)","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.3.1.03","103103","ESCISIÓN DE LESIONES O TEJIDOS EN CONJUNTIVA","ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","103104","RESECCIÓN DE PTERIGIÓN (NASAL O TEMPORAL) CON INJERTO","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.3.1.04","103104","ESCISIÓN DE LESIONES O TEJIDOS EN CONJUNTIVA","ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","103105","RESECCIÓN DE PTERIGIÓN REPRODUCIDO (NASAL O TEMPORAL) CON INJERTO","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.3.1.05","103105","ESCISIÓN DE LESIONES O TEJIDOS EN CONJUNTIVA","ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","103106","RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA CON INJERTO","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.3.1.06","103106","ESCISIÓN DE LESIONES O TEJIDOS EN CONJUNTIVA","ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","103107","RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA SIN INJERTO","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.3.1.07","103107","ESCISIÓN DE LESIONES O TEJIDOS EN CONJUNTIVA","ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","103108","PERITOMÍA TOTAL","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.3.1.08","103108","ESCISIÓN DE LESIONES O TEJIDOS EN CONJUNTIVA","ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","103204","ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.3.2.04","103204","ABLACIÓN DE LESIONES EN CONJUNTIVAS","ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","104001","REPARACIÓN SIMPLE DE SIMBLÉFARON","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.4.0.01","104001","REPARACIÓN DE SIMBLÉFARON","PLASTIAS EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","104002","REPARACIÓN DE SIMBLÉFARON CON INJERTO LIBRE EN CONJUNTIVA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.4.0.02","104002","REPARACIÓN DE SIMBLÉFARON","PLASTIAS EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","104003","REPARACIÓN DE SIMBLÉFARON CON INJERTO DE TEJIDO EXTRAOCULAR","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.4.0.03","104003","REPARACIÓN DE SIMBLÉFARON","PLASTIAS EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","105M01","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO NEONATAL","ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD","SI","","False","False","Z","False","False","SUBCATEGORIA","10.5.M.01","105M01","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO NEONATAL","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO NEONATAL","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO NEONATAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","106101","SUTURA EN LA CONJUNTIVA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.6.1.01","106101","SUTURA DE LA CONJUNTIVA","REPARACIÓN DE LACERACIÓN DE CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","106M01","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO PEDIÁTRICO","ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD","SI","","False","False","Z","False","False","SUBCATEGORIA","10.6.M.01","106M01","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO PEDIÁTRICO","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO PEDIÁTRICO","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO PEDIÁTRICO","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","106M02","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO PEDIÁTRICO PACIENTE QUEMADO","ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD","SI","","False","False","Z","False","False","SUBCATEGORIA","10.6.M.02","106M02","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO PEDIÁTRICO PACIENTE QUEMADO","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO PEDIÁTRICO PACIENTE QUEMADO","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO PEDIÁTRICO PACIENTE QUEMADO","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","107201","RECONSTRUCCIÓN DE SUPERFICIE OCULAR CON INJERTO DE TEJIDO OCULAR","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.7.2.01","107201","RECONSTRUCCIÓN DE SUPERFICIE OCULAR O FONDOS DE SACO","OTROS PROCEDIMIENTOS EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","107202","RECONSTRUCCIÓN DE SUPERFICIE OCULAR CON INJERTO DE TEJIDO EXTRAOCULAR","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.7.2.02","107202","RECONSTRUCCIÓN DE SUPERFICIE OCULAR O FONDOS DE SACO","OTROS PROCEDIMIENTOS EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","107203","RECONSTRUCCIÓN DE FONDOS DE SACO CON INJERTO DE TEJIDO OCULAR","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.7.2.03","107203","RECONSTRUCCIÓN DE SUPERFICIE OCULAR O FONDOS DE SACO","OTROS PROCEDIMIENTOS EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","107204","RECONSTRUCCIÓN DE FONDOS DE SACO CON INJERTO DE TEJIDO EXTRAOCULAR","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.7.2.04","107204","RECONSTRUCCIÓN DE SUPERFICIE OCULAR O FONDOS DE SACO","OTROS PROCEDIMIENTOS EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","107301","CORRECCIÓN DE CONJUNTIVOCHALASIS","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","10.7.3.01","107301","CORRECCIONES DE CONJUNTIVOCHALASIS","OTROS PROCEDIMIENTOS EN CONJUNTIVA","PROCEDIMIENTOS EN CONJUNTIVA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","107M01","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO ADULTO","ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD","SI","","False","False","Z","False","False","SUBCATEGORIA","10.7.M.01","107M01","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO ADULTO","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO ADULTO","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO ADULTO","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","107M02","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO ADULTO PACIENTE QUEMADO","ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD","SI","","False","False","Z","False","False","SUBCATEGORIA","10.7.M.02","107M02","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO ADULTO PACIENTE QUEMADO","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO ADULTO PACIENTE QUEMADO","INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO ADULTO PACIENTE QUEMADO","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","108A01","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO NEONATAL","ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD","SI","","False","False","Z","False","False","SUBCATEGORIA","10.8.A.01","108A01","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO NEONATAL","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO NEONATAL","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO NEONATAL","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","109A01","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO","ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD","SI","","False","False","Z","False","False","SUBCATEGORIA","10.9.A.01","109A01","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","109A02","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO PACIENTE QUEMADO","ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD","SI","","False","False","Z","False","False","SUBCATEGORIA","10.9.A.02","109A02","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO PACIENTE QUEMADO","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO PACIENTE QUEMADO","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO PACIENTE QUEMADO","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","109A03","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO PACIENTE TRASPLANTADO","ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD","SI","","False","False","Z","False","False","SUBCATEGORIA","10.9.A.03","109A03","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO PACIENTE TRASPLANTADO","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO PACIENTE TRASPLANTADO","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO PACIENTE TRASPLANTADO","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","110001","EXTRACCIÓN DE CUERPO EXTRAÑO SUPERFICIAL EN CÓRNEA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","11.0.0.01","110001","EXTRACCIÓN DE CUERPOS EXTRAÑOS EN CÓRNEA","EXTRACCIÓN DE CUERPO EXTRAÑO EN CÓRNEA","PROCEDIMIENTOS EN CÓRNEA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","110002","EXTRACCIÓN DE CUERPO EXTRAÑO PROFUNDO EN CÓRNEA","CapItulo 03 SISTEMA VISUAL","SI","","False","False","Z","False","False","SUBCATEGORIA","11.0.0.02","110002","EXTRACCIÓN DE CUERPOS EXTRAÑOS EN CÓRNEA","EXTRACCIÓN DE CUERPO EXTRAÑO EN CÓRNEA","PROCEDIMIENTOS EN CÓRNEA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","110A01","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO ADULTOS","ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD","SI","","False","False","Z","False","False","SUBCATEGORIA","11.0.A.01","110A01","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO ADULTOS","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO ADULTOS","INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO ADULTOS","SI","","","2026-03-17 07:19:42 PM",""
