"Tabla","Codigo","Nombre","Descripcion","Habilitado","Aplicacion","IsStandardGEL","IsStandardMSPS","Extra_I:AplicaASexo","Extra_II:EdadMinima","Extra_III:EdadMaxima","Extra_IV:GrupoMortalidad","Extra_V","Extra_VI:Capitulo","Extra_VII:Grupo","Extra_VIII:SubGrupo","Extra_IX:Categoria","Extra_X:Sexo","ValorRegistro","UsuarioResponsable","Fecha_Actualizacion","IsPublicPrivate"
"CIE10","B334","SINDROME (CARDIO) PULMONAR POR HANTAVIRUS [SPH] [SCPH]","OTRAS ENFERMEDADES VIRALES, NO CLASIFICADAS EN OTRA PARTE","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B33","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B338","OTRAS ENFERMEDADES VIRALES ESPECIFICADAS","OTRAS ENFERMEDADES VIRALES, NO CLASIFICADAS EN OTRA PARTE","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B33","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B340","INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION","INFECCION VIRAL DE SITIO NO ESPECIFICADO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B34","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B341","INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION","INFECCION VIRAL DE SITIO NO ESPECIFICADO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B34","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B342","INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION","INFECCION VIRAL DE SITIO NO ESPECIFICADO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B34","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B343","INFECCION DEBIDA A PARVOVIRUS, SIN OTRA ESPECIFICACION","INFECCION VIRAL DE SITIO NO ESPECIFICADO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B34","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B344","INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION","INFECCION VIRAL DE SITIO NO ESPECIFICADO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B34","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B348","OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO","INFECCION VIRAL DE SITIO NO ESPECIFICADO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B34","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B349","INFECCION VIRAL, NO ESPECIFICADA","INFECCION VIRAL DE SITIO NO ESPECIFICADO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B34","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B350","TINA DE LA BARBA Y DEL CUERO CABELLUDO","DERMATOFITOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B35","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B351","TINA DE LAS UNAS","DERMATOFITOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B35","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B352","TINA DE LA MANO","DERMATOFITOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B35","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B353","TINA DEL PIE [TINEA PEDIS]","DERMATOFITOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B35","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B354","TINA DEL CUERPO [TINEA CORPORIS]","DERMATOFITOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B35","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B355","TINA IMBRICADA [TINEA IMBRICATA]","DERMATOFITOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B35","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B356","TINA INGUINAL [TINEA CRURIS]","DERMATOFITOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B35","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B358","OTRAS DERMATOFITOSIS","DERMATOFITOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B35","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B359","DERMATOFITOSIS, NO ESPECIFICADA","DERMATOFITOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B35","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B360","PITIRIASIS VERSICOLOR","OTRAS MICOSIS SUPERFICIALES","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B36","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B361","TINA NEGRA","OTRAS MICOSIS SUPERFICIALES","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B36","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B362","PIEDRA BLANCA","OTRAS MICOSIS SUPERFICIALES","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B36","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B363","PIEDRA NEGRA","OTRAS MICOSIS SUPERFICIALES","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B36","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B368","OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS","OTRAS MICOSIS SUPERFICIALES","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B36","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B369","MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACION","OTRAS MICOSIS SUPERFICIALES","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B36","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B370","ESTOMATITIS CANDIDIASICA","CANDIDIASIS","SI","","False","False","3","0","120","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B37","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B371","CANDIDIASIS PULMONAR","CANDIDIASIS","SI","","False","False","3","0","120","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B37","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B372","CANDIDIASIS DE LA PIEL Y LAS UNAS","CANDIDIASIS","SI","","False","False","3","0","120","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B37","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B373","CANDIDIASIS DE LA VULVA Y DE LA VAGINA","CANDIDIASIS","SI","","False","False","2","0","120","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B37","","1","","F","","","2025-11-23 04:08:45 PM",""
"CIE10","B374","CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES","CANDIDIASIS","SI","","False","False","3","0","120","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B37","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B375","MENINGITIS DEBIDA A CANDIDA","CANDIDIASIS","SI","","False","False","3","0","120","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B37","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B376","ENDOCARDITIS DEBIDA A CANDIDA","CANDIDIASIS","SI","","False","False","3","0","120","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B37","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B377","SEPSIS DEBIDA A CANDIDA","CANDIDIASIS","SI","","False","False","3","0","120","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B37","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B378","CANDIDIASIS DE OTROS SITIOS","CANDIDIASIS","SI","","False","False","3","0","120","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B37","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B379","CANDIDIASIS, NO ESPECIFICADA","CANDIDIASIS","SI","","False","False","3","0","120","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B37","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B380","COCCIDIOIDOMICOSIS PULMONAR AGUDA","COCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B38","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B381","COCCIDIOIDOMICOSIS PULMONAR CRONICA","COCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B38","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B382","COCCIDIOIDOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION","COCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B38","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B383","COCCIDIOIDOMICOSIS CUTANEA","COCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B38","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B384","MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS","COCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B38","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B387","COCCIDIOIDOMICOSIS DISEMINADA","COCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B38","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B388","OTRAS FORMAS DE COCCIDIOIDOMICOSIS","COCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B38","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B389","COCCIDIOIDOMICOSIS, NO ESPECIFICADA","COCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B38","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B390","INFECCION PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM","HISTOPLASMOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B39","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B391","INFECCION PULMONAR CRONICA DEBIDA A HISTOPLASMA CAPSULATUM","HISTOPLASMOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B39","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B392","INFECCION PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION","HISTOPLASMOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B39","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B393","INFECCION DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM","HISTOPLASMOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B39","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B394","HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION","HISTOPLASMOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B39","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B395","INFECCION DEBIDA A HISTOPLASMA DUBOISII","HISTOPLASMOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B39","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B399","HISTOPLASMOSIS, NO ESPECIFICADA","HISTOPLASMOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B39","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B400","BLASTOMICOSIS PULMONAR AGUDA","BLASTOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B40","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B401","BLASTOMICOSIS PULMONAR CRONICA","BLASTOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B40","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B402","BLASTOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION","BLASTOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B40","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B403","BLASTOMICOSIS CUTANEA","BLASTOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B40","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B407","BLASTOMICOSIS DISEMINADA","BLASTOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B40","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B408","OTRAS FORMAS DE BLASTOMICOSIS","BLASTOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B40","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B409","BLASTOMICOSIS, NO ESPECIFICADA","BLASTOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B40","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B410","PARACOCCIDIOIDOMICOSIS PULMONAR","PARACOCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B41","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B417","PARACOCCIDIOIDOMICOSIS DISEMINADA","PARACOCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B41","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B418","OTRAS FORMAS DE PARACOCCIDIOIDOMICOSIS","PARACOCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B41","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B419","PARACOCCIDIOIDOMICOSIS, NO ESPECIFICADA","PARACOCCIDIOIDOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B41","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B420","ESPOROTRICOSIS PULMONAR","ESPOROTRICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B42","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B421","ESPOROTRICOSIS LINFOCUTANEA","ESPOROTRICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B42","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B427","ESPOROTRICOSIS DISEMINADA","ESPOROTRICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B42","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B428","OTRAS FORMAS DE ESPOROTRICOSIS","ESPOROTRICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B42","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B429","ESPOROTRICOSIS, NO ESPECIFICADA","ESPOROTRICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B42","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B430","CROMOMICOSIS CUTANEA","CROMOMICOSIS Y ABSCESO FEOMICOTICO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B43","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B431","ABSCESO CEREBRAL FEOMICOTICO","CROMOMICOSIS Y ABSCESO FEOMICOTICO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B43","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B432","ABSCESO Y QUISTE SUBCUTANEO FEOMICOTICO","CROMOMICOSIS Y ABSCESO FEOMICOTICO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B43","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B438","OTRAS FORMAS DE CROMOMICOSIS","CROMOMICOSIS Y ABSCESO FEOMICOTICO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B43","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B439","CROMOMICOSIS,NO ESPECIFICADA","CROMOMICOSIS Y ABSCESO FEOMICOTICO","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B43","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B440","ASPERGILOSIS PULMONAR INVASIVA","ASPERGILOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B44","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B441","OTRAS ASPERGILOSIS PULMONARES","ASPERGILOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B44","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B442","ASPERGILOSIS AMIGDALINA","ASPERGILOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B44","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B447","ASPERGILOSIS DISEMINADA","ASPERGILOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B44","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B448","OTRAS FORMAS DE ASPERGILOSIS","ASPERGILOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B44","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B449","ASPERGILOSIS, NO ESPECIFICADA","ASPERGILOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B44","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B450","CRIPTOCOCOSIS PULMONAR","CRIPTOCOCOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B45","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B451","CRIPTOCOCOSIS CEREBRAL","CRIPTOCOCOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B45","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B452","CRIPTOCOCOSIS CUTANEA","CRIPTOCOCOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B45","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B453","CRIPTOCOCOSIS OSEA","CRIPTOCOCOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B45","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B457","CRIPTOCOCOSIS DISEMINADA","CRIPTOCOCOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B45","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B458","OTRAS FORMAS DE CRIPTOCOCOSIS","CRIPTOCOCOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B45","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B459","CRIPTOCOCOSIS, NO ESPECIFICADA","CRIPTOCOCOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B45","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B460","MUCORMICOSIS PULMONAR","CIGOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B46","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B461","MUCORMICOSIS RINOCEREBRAL","CIGOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B46","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B462","MUCORMICOSIS GASTROINTESTINAL","CIGOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B46","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B463","MUCORMICOSIS CUTANEA","CIGOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B46","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B464","MUCORMICOSIS DISEMINADA","CIGOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B46","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B465","MUCORMICOSIS, SIN OTRA ESPECIFICACION","CIGOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B46","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B468","OTRAS CIGOMICOSIS","CIGOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B46","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B469","CIGOMICOSIS, NO ESPECIFICADA","CIGOMICOSIS","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B46","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B470","EUMICETOMA","MICETOMA","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B47","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B471","ACTINOMICETOMA","MICETOMA","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B47","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B479","MICETOMA, NO ESPECIFICADO","MICETOMA","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B47","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B480","LOBOMICOSIS","OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B48","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B481","RINOSPORIDIOSIS","OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B48","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B482","ALESQUERIASIS","OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B48","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B483","GEOTRICOSIS","OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B48","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B484","PENICILOSIS","OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE","SI","","False","False","3","0","999","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B48","","1","","A","","","2025-11-23 04:08:45 PM",""
"CIE10","B485","NEUMOCISTOSIS","OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE","SI","","False","False","3","0","100","1","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)","B48","","1","","A","","","2025-11-23 04:08:45 PM",""
